neighborhood,responseDow,gender,genderCount
McKinley,1,Male,49
McKinley,1,Other,20
McKinley,2,Female,25
McKinley,2,Male,61
McKinley,2,Other,16
McKinley,3,Female,24
McKinley,3,Male,78
McKinley,3,Other,13
McKinley,4,Female,13
McKinley,4,Male,69
McKinley,4,Other,8
McKinley,5,Female,13
McKinley,5,Male,80
McKinley,5,Other,27
McKinley,6,Female,12
McKinley,6,Male,58
McKinley,6,Other,14
Mid - City Industrial,0,Female,20
Mid - City Industrial,0,Male,27
Mid - City Industrial,0,Other,5
Mid - City Industrial,1,Female,5
Mid - City Industrial,1,Male,16
Mid - City Industrial,1,Other,1
Mid - City Industrial,2,Female,7
Mid - City Industrial,2,Male,20
Mid - City Industrial,2,Other,4
Mid - City Industrial,3,Female,11
Mid - City Industrial,3,Male,25
Mid - City Industrial,3,Other,2
Mid - City Industrial,4,Female,15
Mid - City Industrial,4,Male,25
Mid - City Industrial,4,Other,1
Mid - City Industrial,5,Female,13
Mid - City Industrial,5,Male,30
Mid - City Industrial,5,Other,3
Mid - City Industrial,6,Female,13
Mid - City Industrial,6,Male,24
Mid - City Industrial,6,Other,3
Midtown Phillips,0,Female,15
Midtown Phillips,0,Male,45
Midtown Phillips,0,Other,19
Midtown Phillips,1,Female,17
Midtown Phillips,1,Male,52
Midtown Phillips,1,Other,13
Midtown Phillips,2,Female,26
Midtown Phillips,2,Male,83
Midtown Phillips,2,Other,27
Midtown Phillips,3,Female,26
Midtown Phillips,3,Male,69
Midtown Phillips,3,Other,27
Midtown Phillips,4,Female,22
Midtown Phillips,4,Male,63
Midtown Phillips,4,Other,15
Midtown Phillips,5,Female,24
Midtown Phillips,5,Male,57
Midtown Phillips,5,Other,24
Midtown Phillips,6,Female,16
Midtown Phillips,6,Male,57
Midtown Phillips,6,Other,21
Minnehaha,0,Male,8
Minnehaha,0,Other,4
Minnehaha,1,Female,2
Minnehaha,1,Male,5
Minnehaha,1,Other,6
Minnehaha,2,Male,9
Minnehaha,2,Other,2
Minnehaha,3,Female,3
Minnehaha,3,Male,8
Minnehaha,3,Other,3
Minnehaha,4,Female,1
Minnehaha,4,Male,4
Minnehaha,4,Other,5
Minnehaha,5,Female,2
Minnehaha,5,Male,3
Minnehaha,5,Other,5
Minnehaha,6,Male,8
Minnehaha,6,Other,3
Morris Park,0,Male,4
Morris Park,0,Other,4
Morris Park,1,Female,4
Morris Park,1,Male,4
Morris Park,1,Other,2
Morris Park,2,Male,5
Morris Park,2,Other,4
Morris Park,3,Female,1
Morris Park,3,Male,11
Morris Park,3,Other,5
Morris Park,4,Female,3
Morris Park,4,Male,4
Morris Park,4,Other,1
Morris Park,5,Female,1
Morris Park,5,Male,9
Morris Park,5,Other,3
Morris Park,6,Female,1
Morris Park,6,Male,6
Near - North,0,Female,36
Near - North,0,Male,90
Near - North,0,Other,29
Near - North,1,Female,42
Near - North,1,Male,156
Near - North,1,Other,25
Near - North,2,Female,69
Near - North,2,Male,179
Near - North,2,Other,30
Near - North,3,Female,65
Near - North,3,Male,215
Near - North,3,Other,31
Near - North,4,Female,55
Near - North,4,Male,188
Near - North,4,Other,32
Near - North,5,Female,71
Near - North,5,Male,207
Near - North,5,Other,32
Near - North,6,Female,58
Near - North,6,Male,139
Near - North,6,Other,23
Nicollet Island - East Bank,0,Female,45
Nicollet Island - East Bank,0,Male,69
Nicollet Island - East Bank,0,Other,6
Nicollet Island - East Bank,1,Female,9
Nicollet Island - East Bank,1,Male,36
Nicollet Island - East Bank,1,Other,4
Nicollet Island - East Bank,2,Female,12
Nicollet Island - East Bank,2,Male,30
Nicollet Island - East Bank,2,Other,1
Nicollet Island - East Bank,3,Female,32
Nicollet Island - East Bank,3,Male,67
Nicollet Island - East Bank,3,Other,2
Nicollet Island - East Bank,4,Female,63
Nicollet Island - East Bank,4,Male,105
Nicollet Island - East Bank,4,Other,4
Nicollet Island - East Bank,5,Female,80
Nicollet Island - East Bank,5,Male,139
Nicollet Island - East Bank,5,Other,4
Nicollet Island - East Bank,6,Female,29
Nicollet Island - East Bank,6,Male,62
Nicollet Island - East Bank,6,Other,6
North Loop,0,Female,19
North Loop,0,Male,48
North Loop,0,Other,10
North Loop,1,Female,15
North Loop,1,Male,77
North Loop,1,Other,14
North Loop,2,Female,30
North Loop,2,Male,69
North Loop,2,Other,8
North Loop,3,Female,22
North Loop,3,Male,102
North Loop,3,Other,2
North Loop,4,Female,19
North Loop,4,Male,54
North Loop,4,Other,4
North Loop,5,Female,52
North Loop,5,Male,123
North Loop,5,Other,13
North Loop,6,Female,46
North Loop,6,Male,100
North Loop,6,Other,10
Northeast Park,0,Female,9
Northeast Park,0,Male,26
Northeast Park,0,Other,5
Northeast Park,1,Female,10
Northeast Park,1,Male,16
Northeast Park,2,Female,8
Northeast Park,2,Male,22
Northeast Park,3,Female,13
Northeast Park,3,Male,33
Northeast Park,3,Other,4
Northeast Park,4,Female,9
Northeast Park,4,Male,26
Northeast Park,4,Other,7
Northeast Park,5,Female,11
Northeast Park,5,Male,44
Northeast Park,5,Other,1
Northeast Park,6,Female,12
Northeast Park,6,Male,28
Northeast Park,6,Other,2
Northrop,0,Female,3
Northrop,0,Male,3
Northrop,0,Other,2
Northrop,1,Female,2
Northrop,1,Male,12
Northrop,1,Other,2
Northrop,2,Female,1
Northrop,2,Male,13
Northrop,2,Other,7
Northrop,3,Female,6
Northrop,3,Male,10
Northrop,3,Other,8
Northrop,4,Female,1
Northrop,4,Male,14
Northrop,4,Other,11
Northrop,5,Female,3
Northrop,5,Male,12
Northrop,5,Other,12
Northrop,6,Female,1
Northrop,6,Male,13
Northrop,6,Other,11
Page,0,Female,2
Page,0,Other,2
Page,1,Female,3
Page,1,Male,1
Page,2,Female,2
Page,2,Male,2
Page,2,Other,1
Page,3,Male,2
Page,3,Other,2
Page,4,Male,4
Page,4,Other,1
Page,5,Female,2
Page,5,Male,2
Page,5,Other,2
Page,6,Male,3
Page,6,Other,2
Phillips West,0,Female,13
Phillips West,0,Male,43
Phillips West,0,Other,20
Phillips West,1,Female,15
Phillips West,1,Male,42
Phillips West,1,Other,15
Phillips West,2,Female,10
Phillips West,2,Male,39
Phillips West,2,Other,12
Phillips West,3,Female,14
Phillips West,3,Male,44
Phillips West,3,Other,6
Phillips West,4,Female,19
Phillips West,4,Male,34
Phillips West,4,Other,16
Phillips West,5,Female,20
Phillips West,5,Male,56
Phillips West,5,Other,13
Phillips West,6,Female,9
Phillips West,6,Male,36
Phillips West,6,Other,9
Powderhorn Park,0,Female,16
Powderhorn Park,0,Male,34
Powderhorn Park,0,Other,23
Powderhorn Park,1,Female,17
Powderhorn Park,1,Male,66
Powderhorn Park,1,Other,18
Powderhorn Park,2,Female,21
Powderhorn Park,2,Male,62
Powderhorn Park,2,Other,15
Powderhorn Park,3,Female,22
Powderhorn Park,3,Male,55
Powderhorn Park,3,Other,19
Powderhorn Park,4,Female,25
Powderhorn Park,4,Male,66
Powderhorn Park,4,Other,20
Powderhorn Park,5,Female,22
Powderhorn Park,5,Male,68
Powderhorn Park,5,Other,21
Powderhorn Park,6,Female,13
Powderhorn Park,6,Male,44
Powderhorn Park,6,Other,29
Prospect Park - East River Road,0,Female,6
Prospect Park - East River Road,0,Male,25
Prospect Park - East River Road,0,Other,5
Prospect Park - East River Road,1,Female,4
Prospect Park - East River Road,1,Male,15
Prospect Park - East River Road,1,Other,8
Prospect Park - East River Road,2,Female,7
Prospect Park - East River Road,2,Male,28
Prospect Park - East River Road,2,Other,7
Prospect Park - East River Road,3,Female,8
Prospect Park - East River Road,3,Male,31
Prospect Park - East River Road,3,Other,5
Prospect Park - East River Road,4,Female,3
Prospect Park - East River Road,4,Male,25
Prospect Park - East River Road,4,Other,8
Prospect Park - East River Road,5,Female,6
Prospect Park - East River Road,5,Male,17
Prospect Park - East River Road,5,Other,4
Prospect Park - East River Road,6,Female,2
Prospect Park - East River Road,6,Male,18
Prospect Park - East River Road,6,Other,8
Regina,0,Female,1
Regina,0,Male,6
Regina,1,Female,1
Regina,1,Male,5
Regina,1,Other,1
Regina,2,Female,1
Regina,2,Male,3
Regina,2,Other,3
Regina,3,Male,5
Regina,3,Other,5
Regina,4,Female,4
Regina,4,Male,8
Regina,4,Other,3
Regina,5,Female,4
Regina,5,Male,8
Regina,5,Other,3
Regina,6,Female,4
Regina,6,Male,7
Regina,6,Other,1
Seward,0,Female,9
Seward,0,Male,32
Seward,0,Other,23
Seward,1,Female,6
Seward,1,Male,32
Seward,1,Other,18
Seward,2,Female,13
Seward,2,Male,32
Seward,2,Other,9
Seward,3,Female,8
Seward,3,Male,54
Seward,3,Other,19
Seward,4,Female,4
Seward,4,Male,39
Seward,4,Other,15
Seward,5,Female,15
Seward,5,Male,42
Seward,5,Other,17
Seward,6,Female,5
Seward,6,Male,40
Seward,6,Other,13
Sheridan,0,Female,10
Sheridan,0,Male,26
Sheridan,0,Other,3
Sheridan,1,Female,6
Sheridan,1,Male,42
Sheridan,1,Other,7
Sheridan,2,Female,11
Sheridan,2,Male,34
Sheridan,2,Other,5
Sheridan,3,Female,17
Sheridan,3,Male,25
Sheridan,3,Other,7
Sheridan,4,Female,9
Sheridan,4,Male,23
Sheridan,4,Other,7
Sheridan,5,Female,15
Sheridan,5,Male,35
Sheridan,5,Other,3
Sheridan,6,Female,6
Sheridan,6,Male,28
Sheridan,6,Other,7
Shingle Creek,0,Female,2
Shingle Creek,0,Male,5
Shingle Creek,0,Other,10
Shingle Creek,1,Female,1
Shingle Creek,1,Male,8
Shingle Creek,1,Other,9
Shingle Creek,2,Female,1
Shingle Creek,2,Male,7
Shingle Creek,2,Other,11
Shingle Creek,3,Female,1
Shingle Creek,3,Male,5
Shingle Creek,3,Other,12
Shingle Creek,4,Female,3
Shingle Creek,4,Male,8
Shingle Creek,4,Other,6
Shingle Creek,5,Female,1
Shingle Creek,5,Male,10
Shingle Creek,5,Other,3
Shingle Creek,6,Male,6
Shingle Creek,6,Other,6
St. Anthony East,0,Female,10
St. Anthony East,0,Male,10
St. Anthony East,0,Other,5
St. Anthony East,1,Female,8
St. Anthony East,1,Male,19
St. Anthony East,1,Other,2
St. Anthony East,2,Female,6
St. Anthony East,2,Male,18
St. Anthony East,2,Other,4
St. Anthony East,3,Female,10
St. Anthony East,3,Male,20
St. Anthony East,3,Other,2
St. Anthony East,4,Female,9
St. Anthony East,4,Male,30
St. Anthony East,4,Other,9
St. Anthony East,5,Female,9
St. Anthony East,5,Male,24
St. Anthony East,5,Other,11
St. Anthony East,6,Female,9
St. Anthony East,6,Male,20
St. Anthony East,6,Other,3
St. Anthony West,0,Female,26
St. Anthony West,0,Male,48
St. Anthony West,0,Other,3
St. Anthony West,1,Female,6
St. Anthony West,1,Male,45
St. Anthony West,1,Other,1
St. Anthony West,2,Female,18
St. Anthony West,2,Male,36
St. Anthony West,2,Other,11
St. Anthony West,3,Female,20
St. Anthony West,3,Male,39
St. Anthony West,3,Other,1
St. Anthony West,4,Female,19
St. Anthony West,4,Male,45
St. Anthony West,4,Other,7
St. Anthony West,5,Female,24
St. Anthony West,5,Male,27
St. Anthony West,5,Other,3
St. Anthony West,6,Female,15
St. Anthony West,6,Male,43
St. Anthony West,6,Other,4
Standish,0,Female,3
Standish,0,Male,18
Standish,0,Other,11
Standish,1,Female,6
Standish,1,Male,18
Standish,1,Other,10
Standish,2,Female,5
Standish,2,Male,15
Standish,2,Other,19
Standish,3,Female,5
Standish,3,Male,17
Standish,3,Other,17
Standish,4,Female,2
Standish,4,Male,25
Standish,4,Other,11
Standish,5,Female,7
Standish,5,Male,17
Standish,5,Other,11
Standish,6,Female,4
Standish,6,Male,17
Standish,6,Other,7
Steven's Square - Loring Heights,0,Female,11
Steven's Square - Loring Heights,0,Male,42
Steven's Square - Loring Heights,0,Other,10
Steven's Square - Loring Heights,1,Female,15
Steven's Square - Loring Heights,1,Male,27
Steven's Square - Loring Heights,1,Other,10
Steven's Square - Loring Heights,2,Female,13
Steven's Square - Loring Heights,2,Male,55
Steven's Square - Loring Heights,2,Other,9
Steven's Square - Loring Heights,3,Female,15
Steven's Square - Loring Heights,3,Male,46
Steven's Square - Loring Heights,3,Other,16
Steven's Square - Loring Heights,4,Female,12
Steven's Square - Loring Heights,4,Male,53
Steven's Square - Loring Heights,4,Other,12
Steven's Square - Loring Heights,5,Female,14
Steven's Square - Loring Heights,5,Male,36
Steven's Square - Loring Heights,5,Other,4
Steven's Square - Loring Heights,6,Female,12
Steven's Square - Loring Heights,6,Male,32
Steven's Square - Loring Heights,6,Other,6
Sumner - Glenwood,0,Female,2
Sumner - Glenwood,0,Male,4
Sumner - Glenwood,0,Other,6
Sumner - Glenwood,1,Female,3
Sumner - Glenwood,1,Male,4
Sumner - Glenwood,1,Other,4
Sumner - Glenwood,2,Female,2
Sumner - Glenwood,2,Male,13
Sumner - Glenwood,2,Other,4
Sumner - Glenwood,3,Female,8
Sumner - Glenwood,3,Male,19
Sumner - Glenwood,3,Other,4
Sumner - Glenwood,4,Female,10
Sumner - Glenwood,4,Male,11
Sumner - Glenwood,4,Other,8
Sumner - Glenwood,5,Female,9
Sumner - Glenwood,5,Male,33
Sumner - Glenwood,5,Other,2
Sumner - Glenwood,6,Female,12
Sumner - Glenwood,6,Male,26
Sumner - Glenwood,6,Other,2
Tangletown,0,Female,3
Tangletown,0,Male,11
Tangletown,0,Other,7
Tangletown,1,Female,17
Tangletown,1,Male,22
Tangletown,1,Other,6
Tangletown,2,Female,27
Tangletown,2,Male,39
Tangletown,2,Other,6
Tangletown,3,Female,22
Tangletown,3,Male,30
Tangletown,3,Other,3
Tangletown,4,Female,23
Tangletown,4,Male,38
Tangletown,4,Other,3
Tangletown,5,Female,10
Tangletown,5,Male,15
Tangletown,5,Other,8
Tangletown,6,Female,8
Tangletown,6,Male,21
Tangletown,6,Other,4
University of Minnesota,0,Male,5
University of Minnesota,0,Other,2
University of Minnesota,1,Male,6
University of Minnesota,1,Other,1
University of Minnesota,2,Female,2
University of Minnesota,3,Male,3
University of Minnesota,3,Other,2
University of Minnesota,4,Female,5
University of Minnesota,4,Male,8
University of Minnesota,4,Other,1
University of Minnesota,5,Male,7
University of Minnesota,5,Other,1
University of Minnesota,6,Female,2
University of Minnesota,6,Male,5
University of Minnesota,6,Other,1
Ventura Village,0,Female,15
Ventura Village,0,Male,45
Ventura Village,0,Other,18
Ventura Village,1,Female,17
Ventura Village,1,Male,57
Ventura Village,1,Other,21
Ventura Village,2,Female,17
Ventura Village,2,Male,68
Ventura Village,2,Other,27
Ventura Village,3,Female,25
Ventura Village,3,Male,66
Ventura Village,3,Other,23
Ventura Village,4,Female,24
Ventura Village,4,Male,65
Ventura Village,4,Other,10
Ventura Village,5,Female,15
Ventura Village,5,Male,65
Ventura Village,5,Other,27
Ventura Village,6,Female,15
Ventura Village,6,Male,55
Ventura Village,6,Other,18
Victory,0,Female,3
Victory,0,Male,16
Victory,0,Other,9
Victory,1,Female,5
Victory,1,Male,22
Victory,1,Other,21
Victory,2,Female,10
Victory,2,Male,27
Victory,2,Other,19
Victory,3,Female,4
Victory,3,Male,29
Victory,3,Other,10
Victory,4,Female,8
Victory,4,Male,20
Victory,4,Other,14
Victory,5,Female,3
Victory,5,Male,26
Victory,5,Other,11
Victory,6,Female,7
Victory,6,Male,33
Victory,6,Other,15
Waite Park,0,Female,18
Waite Park,0,Male,34
Waite Park,0,Other,10
Waite Park,1,Female,11
Waite Park,1,Male,36
Waite Park,1,Other,12
Waite Park,2,Female,7
Waite Park,2,Male,19
Waite Park,2,Other,12
Waite Park,3,Female,13
Waite Park,3,Male,33
Waite Park,3,Other,19
Waite Park,4,Female,15
Waite Park,4,Male,30
Waite Park,4,Other,11
Waite Park,5,Female,18
Waite Park,5,Male,37
Waite Park,5,Other,11
Waite Park,6,Female,6
Waite Park,6,Male,31
Waite Park,6,Other,12
Webber - Camden,0,Female,6
Webber - Camden,0,Male,40
Webber - Camden,0,Other,17
Webber - Camden,1,Female,10
Webber - Camden,1,Male,37
Webber - Camden,1,Other,15
Webber - Camden,2,Female,16
Webber - Camden,2,Male,49
Webber - Camden,2,Other,27
Webber - Camden,3,Female,19
Webber - Camden,3,Male,54
Webber - Camden,3,Other,18
Webber - Camden,4,Female,16
Webber - Camden,4,Male,54
Webber - Camden,4,Other,16
Webber - Camden,5,Female,22
Webber - Camden,5,Male,43
Webber - Camden,5,Other,16
Webber - Camden,6,Female,14
Webber - Camden,6,Male,43
Webber - Camden,6,Other,13
Wenonah,0,Male,6
Wenonah,0,Other,5
Wenonah,1,Female,5
Wenonah,1,Male,5
Wenonah,1,Other,4
Wenonah,2,Female,4
Wenonah,2,Male,4
Wenonah,2,Other,8
Wenonah,3,Female,2
Wenonah,3,Male,7
Wenonah,3,Other,4
Wenonah,4,Female,1
Wenonah,4,Male,5
Wenonah,4,Other,9
Wenonah,5,Female,2
Wenonah,5,Male,9
Wenonah,5,Other,3
Wenonah,6,Female,1
Wenonah,6,Male,7
Wenonah,6,Other,7
West Calhoun,0,Male,3
West Calhoun,1,Female,2
West Calhoun,1,Male,1
West Calhoun,1,Other,1
West Calhoun,2,Female,3
West Calhoun,2,Male,2
West Calhoun,2,Other,3
West Calhoun,3,Female,5
West Calhoun,3,Male,3
West Calhoun,4,Female,3
West Calhoun,4,Male,7
West Calhoun,4,Other,2
West Calhoun,5,Male,2
West Calhoun,6,Male,2
West Calhoun,6,Other,2
Whittier,0,Female,39
Whittier,0,Male,132
Whittier,0,Other,24
Whittier,1,Female,52
Whittier,1,Male,168
Whittier,1,Other,38
Whittier,2,Female,52
Whittier,2,Male,173
Whittier,2,Other,40
Whittier,3,Female,61
Whittier,3,Male,204
Whittier,3,Other,28
Whittier,4,Female,57
Whittier,4,Male,207
Whittier,4,Other,30
Whittier,5,Female,60
Whittier,5,Male,174
Whittier,5,Other,38
Whittier,6,Female,52
Whittier,6,Male,170
Whittier,6,Other,44
Willard - Hay,0,Female,11
Willard - Hay,0,Male,45
Willard - Hay,0,Other,25
Willard - Hay,1,Female,28
Willard - Hay,1,Male,83
Willard - Hay,1,Other,30
Willard - Hay,2,Female,45
Willard - Hay,2,Male,126
Willard - Hay,2,Other,30
Willard - Hay,3,Female,38
Willard - Hay,3,Male,116
Willard - Hay,3,Other,27
Willard - Hay,4,Female,36
Willard - Hay,4,Male,103
Willard - Hay,4,Other,28
Willard - Hay,5,Female,31
Willard - Hay,5,Male,106
Willard - Hay,5,Other,19
Willard - Hay,6,Female,21
Willard - Hay,6,Male,60
Willard - Hay,6,Other,20
Windom,0,Female,14
Windom,0,Male,28
Windom,0,Other,17
Windom,1,Female,23
Windom,1,Male,37
Windom,1,Other,11
Windom,2,Female,27
Windom,2,Male,44
Windom,2,Other,13
Windom,3,Female,17
Windom,3,Male,31
Windom,3,Other,11
Windom,4,Female,12
Windom,4,Male,42
Windom,4,Other,7
Windom,5,Female,15
Windom,5,Male,36
Windom,5,Other,20
Windom,6,Female,13
Windom,6,Male,35
Windom,6,Other,10
Windom Park,0,Female,20
Windom Park,0,Male,36
Windom Park,0,Other,4
Windom Park,1,Female,13
Windom Park,1,Male,49
Windom Park,1,Other,6
Windom Park,2,Female,21
Windom Park,2,Male,36
Windom Park,2,Other,14
Windom Park,3,Female,19
Windom Park,3,Male,55
Windom Park,3,Other,8
Windom Park,4,Female,38
Windom Park,4,Male,66
Windom Park,4,Other,7
Windom Park,5,Female,31
Windom Park,5,Male,68
Windom Park,5,Other,9
Windom Park,6,Female,16
Windom Park,6,Male,36
Windom Park,6,Other,10
